review_id,order_id,review_score,review_comment
R001752,O002539,5,"Excellent product! Very happy with the purchase."
R001753,O002540,1,"খুবই খারাপ অভিজ্ঞতা।"
R001754,O002542,2,"ডেলিভারি দেরিতে হয়েছে।"
R001755,O002543,3,"কোনো বিশেষ মন্তব্য নেই।"
R001756,O002544,4,"Good quality overall."
R001757,O002546,4,"Satisfied with the product."
R001758,O002547,5,"দ্রুত ডেলিভারি মান ভালো।"
R001759,O002549,1,"Very disappointed."
R001760,O002550,3,"Product is okay."
R001761,O002552,3,"মোটামুটি পণ্য।"
R001762,O002553,4,"Decent product for the price."
R001763,O002555,5,"Excellent product, very happy with the purchase."
R001764,O002556,5,"Highly recommend to everyone."
R001765,O002557,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R001766,O002559,3,"Average quality, expected better."
R001767,O002560,3,"কোনো বিশেষ মন্তব্য নেই।"
R001768,O002562,4,"ডেলিভারি সময়মতো হয়েছে।"
R001769,O002563,5,"প্যাকেজিং চমৎকার ছিল।"
R001770,O002565,5,"Excellent product! Very happy with the purchase."
R001771,O002566,1,"খুবই খারাপ অভিজ্ঞতা।"
R001772,O002568,3,"Product is okay."
R001773,O002569,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001774,O002571,4,"Good quality overall."
R001775,O002572,5,"দ্রুত ডেলিভারি মান ভালো।"
R001776,O002573,5,"Excellent product, very happy with the purchase."
R001777,O002575,1,"Very disappointed."
R001778,O002576,3,"মোটামুটি পণ্য।"
R001779,O002578,4,"Satisfied with the product."
R001780,O002579,4,"Decent product for the price."
R001781,O002581,5,"Highly recommend to everyone."
R001782,O002582,5,"প্যাকেজিং চমৎকার ছিল।"
R001783,O002584,2,"পণ্যের মান আশানুরূপ নয়।"
R001784,O002585,3,"Average quality, expected better."
R001785,O002586,4,"ডেলিভারি সময়মতো হয়েছে।"
R001786,O002588,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001787,O002589,5,"Excellent product! Very happy with the purchase."
R001788,O002591,5,"দ্রুত ডেলিভারি মান ভালো।"
R001789,O002592,2,"Not satisfied with the quality."
R001790,O002594,3,"কোনো বিশেষ মন্তব্য নেই।"
R001791,O002595,4,"Good quality overall."
R001792,O002597,4,"Satisfied with the product."
R001793,O002598,5,"Excellent product, very happy with the purchase."
R001794,O002600,5,"Highly recommend to everyone."
R001795,O002601,2,"ডেলিভারি দেরিতে হয়েছে।"
R001796,O002602,3,"Product is okay."
R001797,O002604,4,"Decent product for the price."
R001798,O002605,4,"ডেলিভারি সময়মতো হয়েছে।"
R001799,O002607,5,"প্যাকেজিং চমৎকার ছিল।"
R001800,O002608,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R001801,O002610,2,"পণ্যের মান আশানুরূপ নয়।"
R001802,O002611,3,"মোটামুটি পণ্য।"
R001803,O002613,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001804,O002614,4,"Good quality overall."
R001805,O002615,5,"Excellent product! Very happy with the purchase."
R001806,O002617,1,"খুবই খারাপ অভিজ্ঞতা।"
R001807,O002618,2,"Not satisfied with the quality."
R001808,O002620,3,"Average quality, expected better."
R001809,O002621,4,"Satisfied with the product."
R001810,O002623,5,"দ্রুত ডেলিভারি মান ভালো।"
R001811,O002624,5,"Excellent product, very happy with the purchase."
R001812,O002626,1,"Very disappointed."
R001813,O002627,3,"কোনো বিশেষ মন্তব্য নেই।"
R001814,O002628,3,"Product is okay."
R001815,O002630,4,"Decent product for the price."
R001816,O002631,5,"Highly recommend to everyone."
R001817,O002633,5,"প্যাকেজিং চমৎকার ছিল।"
R001818,O002634,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R001819,O002636,3,"মোটামুটি পণ্য।"
R001820,O002637,4,"ডেলিভারি সময়মতো হয়েছে।"
R001821,O002639,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001822,O002640,5,"Excellent product! Very happy with the purchase."
R001823,O002642,5,"দ্রুত ডেলিভারি মান ভালো।"
R001824,O002643,1,"খুবই খারাপ অভিজ্ঞতা।"
R001825,O002644,3,"Average quality, expected better."
R001826,O002646,4,"Good quality overall."
R001827,O002647,4,"Satisfied with the product."
R001828,O002649,5,"Excellent product, very happy with the purchase."
R001829,O002650,5,"Highly recommend to everyone."
R001830,O002652,2,"ডেলিভারি দেরিতে হয়েছে।"
R001831,O002653,3,"কোনো বিশেষ মন্তব্য নেই।"
R001832,O002655,4,"Decent product for the price."
R001833,O002656,4,"ডেলিভারি সময়মতো হয়েছে।"
R001834,O002657,5,"প্যাকেজিং চমৎকার ছিল।"
R001835,O002659,5,"Excellent product! Very happy with the purchase."
R001836,O002660,2,"পণ্যের মান আশানুরূপ নয়।"
R001837,O002662,3,"Product is okay."
R001838,O002663,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001839,O002665,4,"Good quality overall."
R001840,O002666,5,"দ্রুত ডেলিভারি মান ভালো।"
R001841,O002668,5,"Excellent product, very happy with the purchase."
R001842,O002669,2,"Not satisfied with the quality."
R001843,O002671,3,"মোটামুটি পণ্য।"
R001844,O002672,4,"Satisfied with the product."
R001845,O002673,4,"Decent product for the price."
R001846,O002675,5,"Highly recommend to everyone."
R001847,O002676,5,"প্যাকেজিং চমৎকার ছিল।"
R001848,O002678,2,"ডেলিভারি দেরিতে হয়েছে।"
R001849,O002679,3,"Average quality, expected better."
R001850,O002681,4,"ডেলিভারি সময়মতো হয়েছে।"
R001851,O002682,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001852,O002684,5,"Excellent product! Very happy with the purchase."
R001853,O002685,1,"Very disappointed."
R001854,O002686,2,"পণ্যের মান আশানুরূপ নয়।"
R001855,O002688,3,"কোনো বিশেষ মন্তব্য নেই।"
R001856,O002689,4,"Good quality overall."
R001857,O002691,4,"Satisfied with the product."
R001858,O002692,5,"দ্রুত ডেলিভারি মান ভালো।"
R001859,O002694,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R001860,O002695,3,"Product is okay."
R001861,O002697,3,"মোটামুটি পণ্য।"
R001862,O002698,4,"Decent product for the price."
R001863,O002700,5,"Excellent product, very happy with the purchase."
R001864,O002701,5,"Highly recommend to everyone."
R001865,O002702,1,"খুবই খারাপ অভিজ্ঞতা।"
R001866,O002704,3,"Average quality, expected better."
R001867,O002705,3,"কোনো বিশেষ মন্তব্য নেই।"
R001868,O002707,4,"ডেলিভারি সময়মতো হয়েছে।"
R001869,O002708,5,"প্যাকেজিং চমৎকার ছিল।"
R001870,O002710,5,"Excellent product! Very happy with the purchase."
R001871,O002711,1,"Very disappointed."
R001872,O002713,3,"Product is okay."
R001873,O002714,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001874,O002715,4,"Good quality overall."
R001875,O002717,5,"দ্রুত ডেলিভারি মান ভালো।"
R001876,O002718,5,"Excellent product, very happy with the purchase."
R001877,O002720,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R001878,O002721,3,"মোটামুটি পণ্য।"
R001879,O002723,4,"Satisfied with the product."
R001880,O002724,4,"Decent product for the price."
R001881,O002726,5,"Highly recommend to everyone."
R001882,O002727,5,"প্যাকেজিং চমৎকার ছিল।"
R001883,O002728,2,"Not satisfied with the quality."
R001884,O002730,3,"Average quality, expected better."
R001885,O002731,4,"ডেলিভারি সময়মতো হয়েছে।"
R001886,O002733,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001887,O002734,5,"Excellent product! Very happy with the purchase."
R001888,O002736,5,"দ্রুত ডেলিভারি মান ভালো।"
R001889,O002737,2,"ডেলিভারি দেরিতে হয়েছে।"
R001890,O002739,3,"কোনো বিশেষ মন্তব্য নেই।"
R001891,O002740,4,"Good quality overall."
R001892,O002742,4,"Satisfied with the product."
R001893,O002743,5,"Excellent product, very happy with the purchase."
R001894,O002744,5,"Highly recommend to everyone."
R001895,O002746,2,"পণ্যের মান আশানুরূপ নয়।"
R001896,O002747,3,"Product is okay."
R001897,O002749,4,"Decent product for the price."
R001898,O002750,4,"ডেলিভারি সময়মতো হয়েছে।"
R001899,O002752,5,"প্যাকেজিং চমৎকার ছিল।"
R001900,O002753,1,"খুবই খারাপ অভিজ্ঞতা।"
R001901,O002755,2,"Not satisfied with the quality."
R001902,O002756,3,"মোটামুটি পণ্য।"
R001903,O002757,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001904,O002759,4,"Good quality overall."
R001905,O002760,5,"Excellent product! Very happy with the purchase."
R001906,O002762,1,"Very disappointed."
R001907,O002763,2,"ডেলিভারি দেরিতে হয়েছে।"
R001908,O002765,3,"Average quality, expected better."
R001909,O002766,4,"Satisfied with the product."
R001910,O002768,5,"দ্রুত ডেলিভারি মান ভালো।"
R001911,O002769,5,"Excellent product, very happy with the purchase."
R001912,O002771,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R001913,O002772,3,"কোনো বিশেষ মন্তব্য নেই।"
R001914,O002773,3,"Product is okay."
R001915,O002775,4,"Decent product for the price."
R001916,O002776,5,"Highly recommend to everyone."
R001917,O002778,5,"প্যাকেজিং চমৎকার ছিল।"
R001918,O002779,1,"খুবই খারাপ অভিজ্ঞতা।"
R001919,O002781,3,"মোটামুটি পণ্য।"
R001920,O002782,4,"ডেলিভারি সময়মতো হয়েছে।"
R001921,O002784,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001922,O002785,5,"Excellent product! Very happy with the purchase."
R001923,O002786,5,"দ্রুত ডেলিভারি মান ভালো।"
R001924,O002788,1,"Very disappointed."
R001925,O002789,3,"Average quality, expected better."
R001926,O002791,4,"Good quality overall."
R001927,O002792,4,"Satisfied with the product."
R001928,O002794,5,"Excellent product, very happy with the purchase."
R001929,O002795,5,"Highly recommend to everyone."
R001930,O002797,2,"পণ্যের মান আশানুরূপ নয়।"
R001931,O002798,3,"কোনো বিশেষ মন্তব্য নেই।"
R001932,O002800,4,"Decent product for the price."
R001933,O002801,4,"ডেলিভারি সময়মতো হয়েছে।"
R001934,O002802,5,"প্যাকেজিং চমৎকার ছিল।"
R001935,O002804,5,"Excellent product! Very happy with the purchase."
R001936,O002805,2,"Not satisfied with the quality."
R001937,O002807,3,"Product is okay."
R001938,O002808,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001939,O002810,4,"Good quality overall."
R001940,O002811,5,"দ্রুত ডেলিভারি মান ভালো।"
R001941,O002813,5,"Excellent product, very happy with the purchase."
R001942,O002814,2,"ডেলিভারি দেরিতে হয়েছে।"
R001943,O002815,3,"মোটামুটি পণ্য।"
R001944,O002817,4,"Satisfied with the product."
R001945,O002818,4,"Decent product for the price."
R001946,O002820,5,"Highly recommend to everyone."
R001947,O002821,5,"প্যাকেজিং চমৎকার ছিল।"
R001948,O002823,2,"পণ্যের মান আশানুরূপ নয়।"
R001949,O002824,3,"Average quality, expected better."
R001950,O002826,4,"ডেলিভারি সময়মতো হয়েছে।"
R001951,O002827,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001952,O002828,5,"Excellent product! Very happy with the purchase."
R001953,O002830,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R001954,O002831,2,"Not satisfied with the quality."
R001955,O002833,3,"কোনো বিশেষ মন্তব্য নেই।"
R001956,O002834,4,"Good quality overall."
R001957,O002836,4,"Satisfied with the product."
R001958,O002837,5,"দ্রুত ডেলিভারি মান ভালো।"
R001959,O002839,1,"খুবই খারাপ অভিজ্ঞতা।"
R001960,O002840,3,"Product is okay."
R001961,O002842,3,"মোটামুটি পণ্য।"
R001962,O002843,4,"Decent product for the price."
R001963,O002844,5,"Excellent product, very happy with the purchase."
R001964,O002846,5,"Highly recommend to everyone."
R001965,O002847,1,"Very disappointed."
R001966,O002849,3,"Average quality, expected better."
R001967,O002850,3,"কোনো বিশেষ মন্তব্য নেই।"
R001968,O002852,4,"ডেলিভারি সময়মতো হয়েছে।"
R001969,O002853,5,"প্যাকেজিং চমৎকার ছিল।"
R001970,O002855,5,"Excellent product! Very happy with the purchase."
R001971,O002856,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R001972,O002857,3,"Product is okay."
R001973,O002859,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001974,O002860,4,"Good quality overall."
R001975,O002862,5,"দ্রুত ডেলিভারি মান ভালো।"
R001976,O002863,5,"Excellent product, very happy with the purchase."
R001977,O002865,1,"খুবই খারাপ অভিজ্ঞতা।"
R001978,O002866,3,"মোটামুটি পণ্য।"
R001979,O002868,4,"Satisfied with the product."
R001980,O002869,4,"Decent product for the price."
R001981,O002871,5,"Highly recommend to everyone."
R001982,O002872,5,"প্যাকেজিং চমৎকার ছিল।"
R001983,O002873,2,"ডেলিভারি দেরিতে হয়েছে।"
R001984,O002875,3,"Average quality, expected better."
R001985,O002876,4,"ডেলিভারি সময়মতো হয়েছে।"
R001986,O002878,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R001987,O002879,5,"Excellent product! Very happy with the purchase."
R001988,O002881,5,"দ্রুত ডেলিভারি মান ভালো।"
R001989,O002882,2,"পণ্যের মান আশানুরূপ নয়।"
R001990,O002884,3,"কোনো বিশেষ মন্তব্য নেই।"
R001991,O002885,4,"Good quality overall."
R001992,O002886,4,"Satisfied with the product."
R001993,O002888,5,"Excellent product, very happy with the purchase."
R001994,O002889,5,"Highly recommend to everyone."
R001995,O002891,2,"Not satisfied with the quality."
R001996,O002892,3,"Product is okay."
R001997,O002894,4,"Decent product for the price."
R001998,O002895,4,"ডেলিভারি সময়মতো হয়েছে।"
R001999,O002897,5,"প্যাকেজিং চমৎকার ছিল।"
R002000,O002898,1,"Very disappointed."
R002001,O002900,2,"ডেলিভারি দেরিতে হয়েছে।"
R002002,O002901,3,"মোটামুটি পণ্য।"
R002003,O002902,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002004,O002904,4,"Good quality overall."
R002005,O002905,5,"Excellent product! Very happy with the purchase."
R002006,O002907,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002007,O002908,2,"পণ্যের মান আশানুরূপ নয়।"
R002008,O002910,3,"Average quality, expected better."
R002009,O002911,4,"Satisfied with the product."
R002010,O002913,5,"দ্রুত ডেলিভারি মান ভালো।"
R002011,O002914,5,"Excellent product, very happy with the purchase."
R002012,O002915,1,"খুবই খারাপ অভিজ্ঞতা।"
R002013,O002917,3,"কোনো বিশেষ মন্তব্য নেই।"
R002014,O002918,3,"Product is okay."
R002015,O002920,4,"Decent product for the price."
R002016,O002921,5,"Highly recommend to everyone."
R002017,O002923,5,"প্যাকেজিং চমৎকার ছিল।"
R002018,O002924,1,"Very disappointed."
R002019,O002926,3,"মোটামুটি পণ্য।"
R002020,O002927,4,"ডেলিভারি সময়মতো হয়েছে।"
R002021,O002928,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002022,O002930,5,"Excellent product! Very happy with the purchase."
R002023,O002931,5,"দ্রুত ডেলিভারি মান ভালো।"
R002024,O002933,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002025,O002934,3,"Average quality, expected better."
R002026,O002936,4,"Good quality overall."
R002027,O002937,4,"Satisfied with the product."
R002028,O002939,5,"Excellent product, very happy with the purchase."
R002029,O002940,5,"Highly recommend to everyone."
R002030,O002942,2,"Not satisfied with the quality."
R002031,O002943,3,"কোনো বিশেষ মন্তব্য নেই।"
R002032,O002944,4,"Decent product for the price."
R002033,O002946,4,"ডেলিভারি সময়মতো হয়েছে।"
R002034,O002947,5,"প্যাকেজিং চমৎকার ছিল।"
R002035,O002949,5,"Excellent product! Very happy with the purchase."
R002036,O002950,2,"ডেলিভারি দেরিতে হয়েছে।"
R002037,O002952,3,"Product is okay."
R002038,O002953,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002039,O002955,4,"Good quality overall."
R002040,O002956,5,"দ্রুত ডেলিভারি মান ভালো।"
R002041,O002957,5,"Excellent product, very happy with the purchase."
R002042,O002959,2,"পণ্যের মান আশানুরূপ নয়।"
R002043,O002960,3,"মোটামুটি পণ্য।"
R002044,O002962,4,"Satisfied with the product."
R002045,O002963,4,"Decent product for the price."
R002046,O002965,5,"Highly recommend to everyone."
R002047,O002966,5,"প্যাকেজিং চমৎকার ছিল।"
R002048,O002968,2,"Not satisfied with the quality."
R002049,O002969,3,"Average quality, expected better."
R002050,O002971,4,"ডেলিভারি সময়মতো হয়েছে।"
R002051,O002972,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002052,O002973,5,"Excellent product! Very happy with the purchase."
R002053,O002975,1,"খুবই খারাপ অভিজ্ঞতা।"
R002054,O002976,2,"ডেলিভারি দেরিতে হয়েছে।"
R002055,O002978,3,"কোনো বিশেষ মন্তব্য নেই।"
R002056,O002979,4,"Good quality overall."
R002057,O002981,4,"Satisfied with the product."
R002058,O002982,5,"দ্রুত ডেলিভারি মান ভালো।"
R002059,O002984,1,"Very disappointed."
R002060,O002985,3,"Product is okay."
R002061,O002986,3,"মোটামুটি পণ্য।"
R002062,O002988,4,"Decent product for the price."
R002063,O002989,5,"Excellent product, very happy with the purchase."
R002064,O002991,5,"Highly recommend to everyone."
R002065,O002992,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002066,O002994,3,"Average quality, expected better."
R002067,O002995,3,"কোনো বিশেষ মন্তব্য নেই।"
R002068,O002997,4,"ডেলিভারি সময়মতো হয়েছে।"
R002069,O002998,5,"প্যাকেজিং চমৎকার ছিল।"
R002070,O003000,5,"Excellent product! Very happy with the purchase."
R002071,O003001,1,"খুবই খারাপ অভিজ্ঞতা।"
R002072,O003002,3,"Product is okay."
R002073,O003004,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002074,O003005,4,"Good quality overall."
R002075,O003007,5,"দ্রুত ডেলিভারি মান ভালো।"
R002076,O003008,5,"Excellent product, very happy with the purchase."
R002077,O003010,1,"Very disappointed."
R002078,O003011,3,"মোটামুটি পণ্য।"
R002079,O003013,4,"Satisfied with the product."
R002080,O003014,4,"Decent product for the price."
R002081,O003015,5,"Highly recommend to everyone."
R002082,O003017,5,"প্যাকেজিং চমৎকার ছিল।"
R002083,O003018,2,"পণ্যের মান আশানুরূপ নয়।"
R002084,O003020,3,"Average quality, expected better."
R002085,O003021,4,"ডেলিভারি সময়মতো হয়েছে।"
R002086,O003023,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002087,O003024,5,"Excellent product! Very happy with the purchase."
R002088,O003026,5,"দ্রুত ডেলিভারি মান ভালো।"
R002089,O003027,2,"Not satisfied with the quality."
R002090,O003028,3,"কোনো বিশেষ মন্তব্য নেই।"
R002091,O003030,4,"Good quality overall."
R002092,O003031,4,"Satisfied with the product."
R002093,O003033,5,"Excellent product, very happy with the purchase."
R002094,O003034,5,"Highly recommend to everyone."
R002095,O003036,2,"ডেলিভারি দেরিতে হয়েছে।"
R002096,O003037,3,"Product is okay."
R002097,O003039,4,"Decent product for the price."
R002098,O003040,4,"ডেলিভারি সময়মতো হয়েছে।"
R002099,O003042,5,"প্যাকেজিং চমৎকার ছিল।"
R002100,O003043,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002101,O003044,2,"পণ্যের মান আশানুরূপ নয়।"
R002102,O003046,3,"মোটামুটি পণ্য।"
R002103,O003047,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002104,O003049,4,"Good quality overall."
R002105,O003050,5,"Excellent product! Very happy with the purchase."
R002106,O003052,1,"খুবই খারাপ অভিজ্ঞতা।"
R002107,O003053,2,"Not satisfied with the quality."
R002108,O003055,3,"Average quality, expected better."
R002109,O003056,4,"Satisfied with the product."
R002110,O003057,5,"দ্রুত ডেলিভারি মান ভালো।"
R002111,O003059,5,"Excellent product, very happy with the purchase."
R002112,O003060,1,"Very disappointed."
R002113,O003062,3,"কোনো বিশেষ মন্তব্য নেই।"
R002114,O003063,3,"Product is okay."
R002115,O003065,4,"Decent product for the price."
R002116,O003066,5,"Highly recommend to everyone."
R002117,O003068,5,"প্যাকেজিং চমৎকার ছিল।"
R002118,O003069,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002119,O003071,3,"মোটামুটি পণ্য।"
R002120,O003072,4,"ডেলিভারি সময়মতো হয়েছে।"
R002121,O003073,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002122,O003075,5,"Excellent product! Very happy with the purchase."
R002123,O003076,5,"দ্রুত ডেলিভারি মান ভালো।"
R002124,O003078,1,"খুবই খারাপ অভিজ্ঞতা।"
R002125,O003079,3,"Average quality, expected better."
R002126,O003081,4,"Good quality overall."
R002127,O003082,4,"Satisfied with the product."
R002128,O003084,5,"Excellent product, very happy with the purchase."
R002129,O003085,5,"Highly recommend to everyone."
R002130,O003086,2,"ডেলিভারি দেরিতে হয়েছে।"
R002131,O003088,3,"কোনো বিশেষ মন্তব্য নেই।"
R002132,O003089,4,"Decent product for the price."
R002133,O003091,4,"ডেলিভারি সময়মতো হয়েছে।"
R002134,O003092,5,"প্যাকেজিং চমৎকার ছিল।"
R002135,O003094,5,"Excellent product! Very happy with the purchase."
R002136,O003095,2,"পণ্যের মান আশানুরূপ নয়।"
R002137,O003097,3,"Product is okay."
R002138,O003098,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002139,O003100,4,"Good quality overall."
R002140,O003101,5,"দ্রুত ডেলিভারি মান ভালো।"
R002141,O003102,5,"Excellent product, very happy with the purchase."
R002142,O003104,2,"Not satisfied with the quality."
R002143,O003105,3,"মোটামুটি পণ্য।"
R002144,O003107,4,"Satisfied with the product."
R002145,O003108,4,"Decent product for the price."
R002146,O003110,5,"Highly recommend to everyone."
R002147,O003111,5,"প্যাকেজিং চমৎকার ছিল।"
R002148,O003113,2,"ডেলিভারি দেরিতে হয়েছে।"
R002149,O003114,3,"Average quality, expected better."
R002150,O003115,4,"ডেলিভারি সময়মতো হয়েছে।"
R002151,O003117,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002152,O003118,5,"Excellent product! Very happy with the purchase."
R002153,O003120,1,"Very disappointed."
R002154,O003121,2,"পণ্যের মান আশানুরূপ নয়।"
R002155,O003123,3,"কোনো বিশেষ মন্তব্য নেই।"
R002156,O003124,4,"Good quality overall."
R002157,O003126,4,"Satisfied with the product."
R002158,O003127,5,"দ্রুত ডেলিভারি মান ভালো।"
R002159,O003128,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002160,O003130,3,"Product is okay."
R002161,O003131,3,"মোটামুটি পণ্য।"
R002162,O003133,4,"Decent product for the price."
R002163,O003134,5,"Excellent product, very happy with the purchase."
R002164,O003136,5,"Highly recommend to everyone."
R002165,O003137,1,"খুবই খারাপ অভিজ্ঞতা।"
R002166,O003139,3,"Average quality, expected better."
R002167,O003140,3,"কোনো বিশেষ মন্তব্য নেই।"
R002168,O003142,4,"ডেলিভারি সময়মতো হয়েছে।"
R002169,O003143,5,"প্যাকেজিং চমৎকার ছিল।"
R002170,O003144,5,"Excellent product! Very happy with the purchase."
R002171,O003146,1,"Very disappointed."
R002172,O003147,3,"Product is okay."
R002173,O003149,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002174,O003150,4,"Good quality overall."
R002175,O003152,5,"দ্রুত ডেলিভারি মান ভালো।"
R002176,O003153,5,"Excellent product, very happy with the purchase."
R002177,O003155,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002178,O003156,3,"মোটামুটি পণ্য।"
R002179,O003157,4,"Satisfied with the product."
R002180,O003159,4,"Decent product for the price."
R002181,O003160,5,"Highly recommend to everyone."
R002182,O003162,5,"প্যাকেজিং চমৎকার ছিল।"
R002183,O003163,2,"Not satisfied with the quality."
R002184,O003165,3,"Average quality, expected better."
R002185,O003166,4,"ডেলিভারি সময়মতো হয়েছে।"
R002186,O003168,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002187,O003169,5,"Excellent product! Very happy with the purchase."
R002188,O003171,5,"দ্রুত ডেলিভারি মান ভালো।"
R002189,O003172,2,"ডেলিভারি দেরিতে হয়েছে।"
R002190,O003173,3,"কোনো বিশেষ মন্তব্য নেই।"
R002191,O003175,4,"Good quality overall."
R002192,O003176,4,"Satisfied with the product."
R002193,O003178,5,"Excellent product, very happy with the purchase."
R002194,O003179,5,"Highly recommend to everyone."
R002195,O003181,2,"পণ্যের মান আশানুরূপ নয়।"
R002196,O003182,3,"Product is okay."
R002197,O003184,4,"Decent product for the price."
R002198,O003185,4,"ডেলিভারি সময়মতো হয়েছে।"
R002199,O003186,5,"প্যাকেজিং চমৎকার ছিল।"
R002200,O003188,1,"খুবই খারাপ অভিজ্ঞতা।"
R002201,O003189,2,"Not satisfied with the quality."
R002202,O003191,3,"মোটামুটি পণ্য।"
R002203,O003192,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002204,O003194,4,"Good quality overall."
R002205,O003195,5,"Excellent product! Very happy with the purchase."
R002206,O003197,1,"Very disappointed."
R002207,O003198,2,"ডেলিভারি দেরিতে হয়েছে।"
R002208,O003200,3,"Average quality, expected better."
R002209,O003201,4,"Satisfied with the product."
R002210,O003202,5,"দ্রুত ডেলিভারি মান ভালো।"
R002211,O003204,5,"Excellent product, very happy with the purchase."
R002212,O003205,1,"পণ্য ক্ষতিগ্রস্ত অবস্থায় পৌঁছেছে।"
R002213,O003207,3,"কোনো বিশেষ মন্তব্য নেই।"
R002214,O003208,3,"Product is okay."
R002215,O003210,4,"Decent product for the price."
R002216,O003211,5,"Highly recommend to everyone."
R002217,O003213,5,"প্যাকেজিং চমৎকার ছিল।"
R002218,O003214,1,"খুবই খারাপ অভিজ্ঞতা।"
R002219,O003215,3,"মোটামুটি পণ্য।"
R002220,O003217,4,"ডেলিভারি সময়মতো হয়েছে।"
R002221,O003218,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002222,O003220,5,"Excellent product! Very happy with the purchase."
R002223,O003221,5,"দ্রুত ডেলিভারি মান ভালো।"
R002224,O003223,1,"Very disappointed."
R002225,O003224,3,"Average quality, expected better."
R002226,O003226,4,"Good quality overall."
R002227,O003227,4,"Satisfied with the product."
R002228,O003228,5,"Excellent product, very happy with the purchase."
R002229,O003230,5,"Highly recommend to everyone."
R002230,O003231,2,"পণ্যের মান আশানুরূপ নয়।"
R002231,O003233,3,"কোনো বিশেষ মন্তব্য নেই।"
R002232,O003234,4,"Decent product for the price."
R002233,O003236,4,"ডেলিভারি সময়মতো হয়েছে।"
R002234,O003237,5,"প্যাকেজিং চমৎকার ছিল।"
R002235,O003239,5,"Excellent product! Very happy with the purchase."
R002236,O003240,2,"Not satisfied with the quality."
R002237,O003242,3,"Product is okay."
R002238,O003243,4,"মান ভালো তবে প্যাকেজিং আরেকটু ভালো হতে পারতো।"
R002239,O003244,4,"Good quality overall."
